,narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
45418,P22_17_202,P22,P22_17,00:08:40.960,00:08:40.05,00:08:41.17,31202,31270,put down down,put-down,1,mat:place,84,['mat:place'],[84]
65109,P35_105_289,P35,P35_105,00:22:26.601,00:22:26.38,00:22:27.64,67319,67382,put down spoon,put-down,1,spoon,1,['spoon'],[1]
48053,P24_05_58,P24,P24_05,00:05:26.040,00:05:23.55,00:05:25.55,19413,19533,put onion on cutting board,put-on,1,onion,16,"['onion', 'board:cutting']","[16, 18]"
45796,P22_17_548,P22,P22_17,00:21:02.840,00:21:01.74,00:21:03.74,75704,75824,clean sink,clean,2,sink,63,['sink'],[63]
32926,P12_07_36,P12,P12_07,00:10:44.199,00:11:55.74,00:12:04.12,42944,43447,wash cloth,wash,2,cloth,17,['cloth'],[17]
39827,P22_107_98,P22,P22_107,00:03:20.101,00:03:16.55,00:03:20.23,9827,10011,pick up paper,pick-up,0,paper,49,['paper'],[49]
692,P01_05_228,P01,P01_05,00:19:00.870,00:19:00.57,00:19:01.93,68434,68515,put down tong,put-down,1,tong,142,['tong'],[142]
40438,P22_109_552,P22,P22_109,00:23:34.908,00:23:34.59,00:23:35.67,70729,70783,put down bottle,put-down,1,bottle,15,['bottle'],[15]
52129,P26_117_25,P26,P26_117,00:01:31.608,00:01:31.39,00:01:32.20,4569,4610,pick up lighter,pick-up,0,lighter,130,['lighter'],[130]
55450,P28_03_11,P28,P28_03,00:00:48.400,00:00:45.87,00:00:47.09,2752,2825,open drawer,open,3,drawer,8,['drawer'],[8]
66514,P35_109_262,P35,P35_109,00:17:39.101,00:17:38.19,00:17:39.45,52909,52972,put down teaspoon,put-down,1,teaspoon,1,['teaspoon'],[1]
43705,P22_12_131,P22,P22_12,00:05:24.970,00:05:21.70,00:05:22.85,19302,19371,grab potato peeler,grab,0,peeler:potato,87,['peeler:potato'],[87]
32835,P12_04_72,P12,P12_04,00:23:03.190,00:23:17.17,00:23:21.97,83830,84118,wash dishes,wash,2,dish,2,['dish'],[2]
6756,P02_09_17,P02,P02_09,00:00:58.570,00:00:57.78,00:00:59.23,3466,3553,open trash can,open,3,can:trash,36,['can:trash'],[36]
22702,P04_121_399,P04,P04_121,00:18:11.102,00:18:10.55,00:18:11.65,54527,54582,pick up rubber glove,pick-up,0,glove:rubber,60,['glove:rubber'],[60]
13389,P03_102_16,P03,P03_102,00:00:20.852,00:00:20.84,00:00:21.96,1042,1098,pick up cans,pick-up,0,can,61,['can'],[61]
13526,P03_107_27,P03,P03_107,00:00:56.352,00:00:56.11,00:00:57.03,2805,2851,open drawer,open,3,drawer,8,['drawer'],[8]
27563,P07_11_27,P07,P07_11,00:03:34.540,00:03:32.10,00:03:38.31,12726,13098,put lid on tupperware,put-on,1,lid,6,"['lid', 'tupperware']","[6, 23]"
30500,P10_04_277,P10,P10_04,00:30:15.870,00:30:23.08,00:30:29.67,109384,109780,wash the pot with the brusher,wash-with,2,pot,29,"['pot', 'brusher']","[29, 103]"
42908,P22_116_187,P22,P22_116,00:07:03.350,00:07:02.54,00:07:05.15,21127,21257,rinse cutlery,rinse,2,cutlery,58,['cutlery'],[58]
34913,P17_03_0,P17,P17_03,00:00:03.500,00:00:03.10,00:00:04.32,186,259,open fridge,open,3,fridge,12,['fridge'],[12]
15322,P03_123_18,P03,P03_123,00:00:59.100,00:00:58.66,00:00:59.40,2933,2970,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
4351,P01_16_34,P01,P01_16,00:01:15.100,00:01:13.49,00:01:14.74,4409,4484,put down knife,put-down,1,knife,4,['knife'],[4]
57893,P29_01_13,P29,P29_01,00:00:46.829,00:00:43.90,00:00:44.90,2634,2694,pick up peppers,pick-up,0,pepper,37,['pepper'],[37]
36111,P20_04_96,P20,P20_04,00:06:29.319,00:06:24.09,00:06:26.86,23045,23211,pick up knife,pick-up,0,knife,4,['knife'],[4]
11615,P02_130_70,P02,P02_130,00:02:39.405,00:02:39.45,00:02:40.45,7972,8022,open cupboard,open,3,cupboard,3,['cupboard'],[3]
44829,P22_16_148,P22,P22_16,00:05:33.259,00:05:33.00,00:05:35.50,19980,20130,open fridge,open,3,fridge,12,['fridge'],[12]
48044,P24_05_5,P24,P24_05,00:00:27.560,00:00:20.52,00:00:23.10,1231,1386,pick up lid,pick-up,0,lid,6,['lid'],[6]
31814,P11_104_126,P11,P11_104,00:09:36.101,00:09:36.19,00:09:39.44,28809,28972,put soap on brush,put-on,1,soap,22,"['soap', 'brush']","[22, 103]"
11644,P02_130_97,P02,P02_130,00:03:46.403,00:03:46.29,00:03:47.99,11314,11399,open food processor cover,open,3,cover:food:processor,89,['cover:food:processor'],[89]
24942,P06_101_265,P06,P06_101,00:18:50.410,00:18:50.05,00:18:50.69,56502,56534,pick up knife,pick-up,0,knife,4,['knife'],[4]
6334,P02_06_200,P02,P02_06,00:08:57.170,00:08:56.68,00:08:57.39,32200,32243,put tomato,put,1,tomato,43,['tomato'],[43]
60308,P30_101_253,P30,P30_101,00:09:19.355,00:09:16.35,00:09:19.60,27817,27980,put lemon squeezer piece on draining board,put-on,1,piece:lemon:squeezer,106,"['piece:lemon:squeezer', 'board:draining']","[106, 18]"
34089,P13_08_118,P13,P13_08,00:27:06.600,00:27:04.42,00:27:13.35,97465,98001,open cream package,open,3,package:cream,26,['package:cream'],[26]
34942,P17_04_1,P17,P17_04,00:00:09.840,00:00:09.71,00:00:14.37,582,862,wash bowl,wash,2,bowl,7,['bowl'],[7]
38806,P22_103_229,P22,P22_103,00:06:42.601,00:06:42.13,00:06:42.84,20106,20142,pick up cloth,pick-up,0,cloth,17,['cloth'],[17]
13592,P03_107_87,P03,P03_107,00:03:29.350,00:03:28.97,00:03:29.79,10448,10489,put spoon on cutting board,put-on,1,spoon,1,"['spoon', 'board:cutting']","[1, 18]"
26275,P07_07_19,P07,P07_07,00:03:39.880,00:03:33.90,00:03:35.80,12834,12948,wash plate,wash,2,plate,2,['plate'],[2]
29049,P08_23_127,P08,P08_23,00:12:52.800,00:12:49.40,00:12:54.00,46164,46440,cleaning kitchen sink,clean,2,sink:kitchen,63,['sink:kitchen'],[63]
25726,P06_108_150,P06,P06_108,00:10:31.665,00:10:31.97,00:10:35.83,31598,31791,wash plate,wash,2,plate,2,['plate'],[2]
62887,P30_111_569,P30,P30_111,00:26:22.60,00:26:22.12,00:26:22.82,79106,79141,put glass down,put-down,1,glass,10,['glass'],[10]
9542,P02_118_90,P02,P02_118,00:04:52.908,00:04:52.61,00:04:53.68,14630,14684,open cupboard,open,3,cupboard,3,['cupboard'],[3]
51548,P26_106_18,P26,P26_106,00:01:13.607,00:01:13.73,00:01:14.64,3686,3732,open fridge,open,3,fridge,12,['fridge'],[12]
3263,P01_107_2,P01,P01_107,00:00:08.100,00:00:08.13,00:00:09.31,406,465,put down plate,put-down,1,plate,2,['plate'],[2]
49851,P25_106_159,P25,P25_106,00:14:23.107,00:14:23.17,00:14:25.73,43158,43286,put down spoon,put-down,1,spoon,1,['spoon'],[1]
25808,P06_108_71,P06,P06_108,00:06:08.159,00:06:06.00,00:06:08.50,18300,18425,pick up pan,pick-up,0,pan,5,['pan'],[5]
66445,P35_109_20,P35,P35_109,00:00:50.601,00:00:49.95,00:00:51.95,2497,2597,pick up containers,pick-up,0,container,21,['container'],[21]
65907,P35_108_31,P35,P35_108,00:01:22.850,00:01:23.01,00:01:23.75,4150,4187,put down container,put-down,1,container,21,['container'],[21]
6019,P02_03_74,P02,P02_03,00:03:22.170,00:03:21.41,00:03:22.97,12084,12178,put towel,put,1,towel,52,['towel'],[52]
55883,P28_06_78,P28,P28_06,00:06:12.360,00:06:09.45,00:06:10.12,22167,22207,put down turmeric,put-down,1,turmeric,211,['turmeric'],[211]
43751,P22_12_173,P22,P22_12,00:07:17.960,00:07:15.46,00:07:16.48,26127,26188,open drawer,open,3,drawer,8,['drawer'],[8]
6097,P02_04_143,P02,P02_04,00:05:32.850,00:05:32.26,00:05:33.71,19935,20022,put plate,put,1,plate,2,['plate'],[2]
40086,P22_109_235,P22,P22_109,00:08:13.101,00:08:12.45,00:08:13.16,24622,24658,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
30222,P10_02_25,P10,P10_02,00:03:09.720,00:03:08.76,00:03:09.69,11325,11381,open the cabinet,open,3,cabinet,3,['cabinet'],[3]
53622,P27_101_294,P27,P27_101,00:12:52.859,00:12:52.52,00:12:53.35,38626,38667,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
34099,P13_08_127,P13,P13_08,00:29:09.890,00:29:08.88,00:29:09.88,104932,104992,pick up wooden spoon,pick-up,0,spoon:wooden,1,['spoon:wooden'],[1]
37396,P22_07_418,P22,P22_07,00:19:48.610,00:19:48.20,00:19:48.90,71292,71334,pick up salt,pick-up,0,salt,38,['salt'],[38]
64110,P35_103_93,P35,P35_103,00:10:26.386,00:10:25.44,00:10:26.80,31272,31339,put down grater,put-down,1,grater,96,['grater'],[96]
43689,P22_12_117,P22,P22_12,00:05:01.320,00:04:57.69,00:05:00.21,17861,18012,grab rinds,grab,0,rind,48,['rind'],[48]
24068,P06_03_77,P06,P06_03,00:05:15.690,00:05:12.58,00:05:14.29,18754,18857,take oil,take,0,oil,31,['oil'],[31]
18799,P04_107_738,P04,P04_107,00:19:55.353,00:19:55.24,00:19:55.70,59762,59785,pick up chopstick,pick-up,0,chopstick,80,['chopstick'],[80]
40663,P22_109_755,P22,P22_109,00:31:54.603,00:31:53.28,00:31:54.14,95664,95707,put down cloth,put-down,1,cloth,17,['cloth'],[17]
27980,P08_05_205,P08,P08_05,00:16:44.080,00:16:43.95,00:16:49.52,60237,60571,wipe off chilli mixture off lid,wipe-off,2,mixture:chilli,71,"['mixture:chilli', 'lid']","[71, 6]"
47277,P23_102_85,P23,P23_102,00:07:48.605,00:07:48.11,00:07:48.99,23405,23449,put water,put,1,water,27,['water'],[27]
21011,P04_113_93,P04,P04_113,00:02:57.600,00:02:52.71,00:02:59.07,8635,8953,pick up bowl,pick-up,0,bowl,7,['bowl'],[7]
15344,P03_123_38,P03,P03_123,00:01:49.350,00:01:49.40,00:01:50.53,5470,5526,put down clip top jar,put-down,1,jar:clip:top,40,['jar:clip:top'],[40]
46393,P23_101_172,P23,P23_101,00:17:49.850,00:17:49.79,00:17:50.92,53489,53546,put bowl,put,1,bowl,7,['bowl'],[7]
2067,P01_103_49,P01,P01_103,00:01:24.350,00:01:24.03,00:01:25.05,4201,4252,put down colander,put-down,1,colander,39,['colander'],[39]
65944,P35_108_343,P35,P35_108,00:22:18.601,00:22:18.64,00:22:25.72,66932,67286,wash lid,wash,2,lid,6,['lid'],[6]
63461,P31_05_10,P31,P31_05,00:00:56.229,00:00:58.38,00:00:59.78,3502,3586,take water bottle,take,0,bottle:water,15,['bottle:water'],[15]
53792,P27_101_447,P27,P27_101,00:21:19.357,00:21:19.17,00:21:20.58,63958,64029,open fridge,open,3,fridge,12,['fridge'],[12]
41559,P22_111_249,P22,P22_111,00:10:27.865,00:10:26.67,00:10:28.05,31333,31402,put down capers,put-down,1,caper,208,['caper'],[208]
51981,P26_115_41,P26,P26_115,00:02:30.350,00:02:29.72,00:02:30.58,7486,7528,put down glass,put-down,1,glass,10,['glass'],[10]
54334,P27_103_509,P27,P27_103,00:34:57.101,00:34:54.60,00:34:57.60,104730,104880,pick up plate,pick-up,0,plate,2,['plate'],[2]
66464,P35_109_217,P35,P35_109,00:14:58.852,00:14:58.64,00:14:59.96,44932,44998,pick up package,pick-up,0,package,26,['package'],[26]
55372,P28_02_40,P28,P28_02,00:01:45.000,00:01:42.21,00:01:43.19,6132,6191,take spatula,take,0,spatula,20,['spatula'],[20]
1426,P01_09_469,P01,P01_09,00:33:08.640,00:33:07.66,00:33:09.99,119259,119399,put aubergine onto plate,put-onto,1,aubergine,67,"['aubergine', 'plate']","[67, 2]"
6572,P02_06_82,P02,P02_06,00:03:10.959,00:03:09.06,00:03:09.82,11343,11389,put knife,put,1,knife,4,['knife'],[4]
15526,P03_17_11,P03,P03_17,00:01:14.520,00:01:13.24,00:01:14.14,4394,4448,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
2130,P01_104_17,P01,P01_104,00:00:34.101,00:00:33.52,00:00:34.43,1676,1721,pick up cup,pick-up,0,cup,13,['cup'],[13]
31252,P11_05_257,P11,P11_05,00:17:40.910,00:17:39.92,00:17:43.69,63595,63821,rinse guard,rinse,2,guard,252,['guard'],[252]
1339,P01_09_390,P01,P01_09,00:29:00.320,00:28:58.33,00:28:59.59,104299,104375,put down tong,put-down,1,tong,142,['tong'],[142]
44419,P22_14_31,P22,P22_14,00:01:15.560,00:01:13.38,00:01:15.83,4402,4549,put coffee,put,1,coffee,59,['coffee'],[59]
12310,P03_03_0,P03,P03_03,00:00:03.320,00:00:00.99,00:00:03.25,59,195,pick up bag,pick-up,0,bag,19,['bag'],[19]
18585,P04_107_545,P04,P04_107,00:15:36.851,00:15:36.86,00:15:37.37,46843,46868,pick up dough balls,pick-up,0,ball:dough,25,['ball:dough'],[25]
19429,P04_109_37,P04,P04_109,00:01:58.850,00:01:58.33,00:01:59.29,5916,5964,pick up bits of carrot,pick-up,0,bit:carrot,41,['bit:carrot'],[41]
65375,P35_107_140,P35,P35_107,00:09:27.601,00:09:26.84,00:09:28.89,28342,28444,open drawer,open,3,drawer,8,['drawer'],[8]
44347,P22_14_228,P22,P22_14,00:09:23.780,00:09:23.32,00:09:24.22,33799,33853,pick up fork,pick-up,0,fork,14,['fork'],[14]
33745,P12_104_254,P12,P12_104,00:17:13.062,00:17:13.09,00:17:13.81,51654,51690,pick up spoon from bowl,pick-up,0,spoon,1,"['spoon', 'bowl']","[1, 7]"
22672,P04_121_371,P04,P04_121,00:16:39.351,00:16:38.56,00:16:39.79,49928,49989,pick up bowl,pick-up,0,bowl,7,['bowl'],[7]
41496,P22_111_192,P22,P22_111,00:07:57.850,00:07:57.21,00:07:58.08,23860,23904,open drawer,open,3,drawer,8,['drawer'],[8]
6626,P02_07_40,P02,P02_07,00:01:23.659,00:01:23.28,00:01:24.45,4996,5067,return mayonnaise,return,1,mayonnaise,47,['mayonnaise'],[47]
3479,P01_109_189,P01,P01_109,00:09:08.601,00:09:08.33,00:09:09.34,27416,27467,wipe hands,wipe,2,hand,11,['hand'],[11]
7267,P02_101_14,P02,P02_101,00:00:26.655,00:00:26.51,00:00:27.77,1325,1388,put down milk,put-down,1,milk,64,['milk'],[64]
34301,P13_09_52,P13,P13_09,00:08:36.060,00:08:35.44,00:08:37.04,30926,31022,open fridge,open,3,fridge,12,['fridge'],[12]
14765,P03_119_115,P03,P03_119,00:06:07.100,00:06:06.87,00:06:07.75,18343,18387,pick up tupperware lid,pick-up,0,lid:tupperware,6,['lid:tupperware'],[6]
46778,P23_102_200,P23,P23_102,00:18:54.350,00:18:52.00,00:18:56.65,56600,56832,take mango,take,0,mango,207,['mango'],[207]
41188,P22_110_105,P22,P22_110,00:02:51.101,00:02:50.33,00:02:51.76,8516,8588,pick up spoon rest,pick-up,0,rest:spoon,109,['rest:spoon'],[109]
49172,P25_101_118,P25,P25_101,00:06:38.357,00:06:37.46,00:06:39.13,19873,19956,put down meat,put-down,1,meat,28,['meat'],[28]
63880,P35_103_100,P35,P35_103,00:10:43.135,00:10:42.64,00:10:43.51,32132,32175,pick up jar,pick-up,0,jar,40,['jar'],[40]
6544,P02_06_57,P02,P02_06,00:02:31.670,00:02:30.64,00:02:32.31,9038,9138,pick up knife,pick-up,0,knife,4,['knife'],[4]
25347,P06_103_133,P06,P06_103,00:09:51.162,00:09:49.78,00:09:51.56,29489,29577,put sieve in drying rack,put,1,rack:drying,110,['rack:drying'],[110]
54777,P27_104_306,P27,P27_104,00:15:06.851,00:15:06.16,00:15:07.09,45308,45354,pick up lid,pick-up,0,lid,6,['lid'],[6]
29056,P08_23_133,P08,P08_23,00:13:13.500,00:13:07.70,00:13:16.55,47262,47793,cleaning kitchen surface,clean,2,surface:kitchen,42,['surface:kitchen'],[42]
54434,P27_103_6,P27,P27_103,00:00:18.601,00:00:18.47,00:00:19.58,923,978,put down baking tray,put-down,1,tray:baking,35,['tray:baking'],[35]
36940,P22_06_178,P22,P22_06,00:07:01.539,00:06:59.93,00:07:01.10,25195,25266,open drawer,open,3,drawer,8,['drawer'],[8]
53455,P27_101_143,P27,P27_101,00:06:13.607,00:06:11.76,00:06:17.15,18588,18857,wash plate,wash,2,plate,2,['plate'],[2]
18503,P04_107_471,P04,P04_107,00:13:41.853,00:13:41.27,00:13:43.88,41063,41194,put dough on greaseproof paper,put-on,1,dough,25,"['dough', 'paper:greaseproof']","[25, 49]"
62124,P30_10_220,P30,P30_10,00:11:08.819,00:11:05.77,00:11:09.85,39946,40191,continue washing saucepan lid,wash,2,lid:saucepan,6,['lid:saucepan'],[6]
50744,P26_02_2,P26,P26_02,00:00:10.929,00:00:09.67,00:00:11.98,580,718,pick up oil,pick-up,0,oil,31,['oil'],[31]
9442,P02_118_260,P02,P02_118,00:12:17.161,00:12:16.65,00:12:17.51,36832,36875,pick up glass,pick-up,0,glass,10,['glass'],[10]
41149,P22_10_71,P22,P22_10,00:02:26.739,00:02:20.27,00:02:23.13,8416,8587,put down steel wool,put-down,1,wool:steel,9,['wool:steel'],[9]
7121,P02_09_5,P02,P02_09,00:00:18.000,00:00:17.21,00:00:19.44,1032,1166,get flour,get,0,flour,75,['flour'],[75]
51377,P26_105_107,P26,P26_105,00:04:45.105,00:04:42.67,00:04:43.47,14133,14173,pick up fish finger,pick-up,0,finger:fish,197,['finger:fish'],[197]
56054,P28_09_21,P28,P28_09,00:01:01.320,00:00:56.76,00:00:58.51,3405,3510,put down dish,put-down,1,dish,2,['dish'],[2]
38722,P22_103_153,P22,P22_103,00:04:35.601,00:04:33.94,00:04:34.78,13697,13738,pick up tongs,pick-up,0,tongs,142,['tongs'],[142]
54106,P27_103_303,P27,P27_103,00:21:44.601,00:21:43.73,00:21:44.52,65186,65226,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
65667,P35_107_95,P35,P35_107,00:06:57.600,00:06:56.99,00:06:58.45,20849,20922,take fork,take,0,fork,14,['fork'],[14]
25548,P06_105_7,P06,P06_105,00:00:26.714,00:00:24.40,00:00:26.55,1220,1327,put down oven glove,put-down,1,glove:oven,60,['glove:oven'],[60]
2937,P01_105_75,P01,P01_105,00:01:57.600,00:01:57.17,00:01:58.22,5858,5911,grab courgette,grab,0,courgette,76,['courgette'],[76]
60783,P30_107_221,P30,P30_107,00:11:26.85,00:11:26.76,00:11:27.61,34338,34380,take bowl,take,0,bowl,7,['bowl'],[7]
16594,P04_03_26,P04,P04_03,00:01:17.790,00:01:20.25,00:01:21.44,4815,4886,open cupboard,open,3,cupboard,3,['cupboard'],[3]
50559,P25_107_67,P25,P25_107,00:08:42.115,00:08:41.92,00:08:43.41,26095,26170,put down knife,put-down,1,knife,4,['knife'],[4]
61419,P30_107_795,P30,P30_107,00:42:33.10,00:42:32.84,00:42:33.67,127642,127683,pick up toothbrush,pick-up,0,toothbrush,103,['toothbrush'],[103]
14821,P03_119_166,P03,P03_119,00:09:48.850,00:09:48.68,00:09:49.72,29433,29486,put clip top jar down,put-down,1,jar:clip:top,40,['jar:clip:top'],[40]
40060,P22_109_211,P22,P22_109,00:06:58.611,00:06:58.03,00:06:59.12,20901,20956,pick up degreaser,pick-up,0,degreaser,22,['degreaser'],[22]
42698,P22_115_220,P22,P22_115,00:07:14.101,00:07:13.30,00:07:19.33,21665,21966,lather ladle,lather,2,ladle,97,['ladle'],[97]
1763,P01_09_772,P01,P01_09,00:51:53.989,00:51:53.54,00:51:54.92,186812,186895,take plate,take,0,plate,2,['plate'],[2]
351,P01_02_118,P01,P01_02,00:06:53.879,00:06:53.16,00:06:55.79,24789,24947,still wiping counter,wipe,2,counter,42,['counter'],[42]
46007,P23_02_33,P23,P23_02,00:06:05.650,00:06:03.81,00:06:06.84,21828,22010,open the door,open,3,door,3,['door'],[3]
34772,P15_13_59,P15,P15_13,00:11:50.170,00:11:48.00,00:11:49.68,42480,42580,pick up onion,pick-up,0,onion,16,['onion'],[16]
23037,P04_121_70,P04,P04_121,00:05:13.600,00:05:13.33,00:05:14.33,15666,15716,pick up thermometer,pick-up,0,thermometer,166,['thermometer'],[166]
57192,P28_111_116,P28,P28_111,00:05:32.904,00:05:32.55,00:05:39.30,16627,16965,rinse plate,rinse,2,plate,2,['plate'],[2]
29661,P09_02_66,P09,P09_02,00:06:03.860,00:06:03.54,00:06:04.56,21812,21873,open drawer,open,3,drawer,8,['drawer'],[8]
35810,P20_04_18,P20,P20_04,00:01:11.540,00:01:08.46,00:01:09.47,4107,4168,put down bowl,put-down,1,bowl,7,['bowl'],[7]
44913,P22_16_223,P22,P22_16,00:09:57.870,00:09:57.23,00:09:57.73,35833,35863,put down fork,put-down,1,fork,14,['fork'],[14]
54892,P27_104_96,P27,P27_104,00:05:02.101,00:05:01.15,00:05:06.90,15057,15344,pick up container,pick-up,0,container,21,['container'],[21]
13710,P03_109_175,P03,P03_109,00:10:04.851,00:10:04.12,00:10:05.17,30206,30258,put down cutting board,put-down,1,board:cutting,18,['board:cutting'],[18]
58761,P29_03_71,P29,P29_03,00:04:22.780,00:04:23.09,00:04:23.82,15785,15829,put down pan,put-down,1,pan,5,['pan'],[5]
50124,P25_107_133,P25,P25_107,00:13:15.108,00:13:14.48,00:13:15.66,39724,39783,pick up aubergine,pick-up,0,aubergine,67,['aubergine'],[67]
46980,P23_102_383,P23,P23_102,00:37:43.601,00:37:43.53,00:37:45.89,113176,113294,take curry leaves,take,0,leaf:curry,62,['leaf:curry'],[62]
64246,P35_104_214,P35,P35_104,00:15:25.694,00:15:24.90,00:15:31.56,46245,46578,rinse plate,rinse,2,plate,2,['plate'],[2]
36550,P22_05_27,P22,P22_05,00:01:10.700,00:01:10.51,00:01:11.95,4230,4317,open drawer,open,3,drawer,8,['drawer'],[8]
54071,P27_103_272,P27,P27_103,00:18:54.900,00:18:54.56,00:18:55.36,56728,56767,put down mixer,put-down,1,mixer,82,['mixer'],[82]
5191,P01_18_556,P01,P01_18,00:45:20.160,00:45:18.59,00:45:20.14,163115,163208,put down spatula,put-down,1,spatula,20,['spatula'],[20]
63993,P35_103_202,P35,P35_103,00:21:37.697,00:21:36.98,00:21:37.69,64849,64884,pick up cloth,pick-up,0,cloth,17,['cloth'],[17]
21134,P04_115_127,P04,P04_115,00:04:08.600,00:04:07.65,00:04:09.82,12382,12491,open tupperware,open,3,tupperware,23,['tupperware'],[23]
6794,P02_09_203,P02,P02_09,00:12:26.160,00:12:24.47,00:12:31.92,44668,45115,wash hands,wash,2,hand,11,['hand'],[11]
9232,P02_116_10,P02,P02_116,00:00:24.670,00:00:23.96,00:00:26.30,1198,1315,pick up pie using spatula,pick-up,0,pie,137,"['pie', 'spatula']","[137, 20]"
54921,P27_105_120,P27,P27_105,00:06:17.107,00:06:14.53,00:06:17.74,18726,18887,put down teaspoon,put-down,1,teaspoon,1,['teaspoon'],[1]
28389,P08_08_32,P08,P08_08,00:02:11.489,00:02:08.41,00:02:12.47,7704,7948,put the pot,put,1,pot,29,['pot'],[29]
49565,P25_104_138,P25,P25_104,00:07:04.651,00:07:04.78,00:07:06.25,21239,21312,put down spoon,put-down,1,spoon,1,['spoon'],[1]
7051,P02_09_436,P02,P02_09,00:29:34.289,00:29:33.60,00:29:34.60,106416,106476,open drawer,open,3,drawer,8,['drawer'],[8]
63293,P30_11_52,P30,P30_11,00:02:46.040,00:02:41.78,00:02:47.78,9706,10066,continue washing saucepan,wash,2,saucepan,5,['saucepan'],[5]
49474,P25_103_57,P25,P25_103,00:03:43.350,00:03:41.89,00:03:43.14,11094,11157,put down spoon,put-down,1,spoon,1,['spoon'],[1]
63121,P30_113_34,P30,P30_113,00:01:01.602,00:00:59.00,00:01:01.71,2950,3085,put mug on table,put-on,1,mug,13,"['mug', 'table']","[13, 42]"
26033,P07_03_24,P07,P07_03,00:03:34.080,00:03:30.73,00:03:35.02,12643,12901,rinse pot,rinse,2,pot,29,['pot'],[29]
23776,P05_06_24,P05,P05_06,00:02:22.000,00:02:22.45,00:02:23.57,8547,8614,take kettle,take,0,kettle,44,['kettle'],[44]
45995,P23_02_21,P23,P23_02,00:04:07.230,00:04:03.73,00:04:04.97,14623,14698,taking the garlic,take,0,garlic,51,['garlic'],[51]
6611,P02_07_27,P02,P02_07,00:00:54.850,00:00:52.73,00:00:56.03,3163,3361,open mayonnaise,open,3,mayonnaise,47,['mayonnaise'],[47]
7288,P02_101_33,P02,P02_101,00:01:18.656,00:01:18.37,00:01:20.36,3918,4018,pick up plate,pick-up,0,plate,2,['plate'],[2]
48860,P25_04_50,P25,P25_04,00:08:48.449,00:08:47.15,00:08:50.44,31629,31826,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
52243,P26_118_38,P26,P26_118,00:03:05.101,00:03:05.03,00:03:10.65,9251,9532,lather spatula,lather,2,spatula,20,['spatula'],[20]
40830,P22_10_17,P22,P22_10,00:00:41.200,00:00:36.36,00:00:37.61,2181,2256,rinse hands,rinse,2,hand,11,['hand'],[11]
65632,P35_107_63,P35,P35_107,00:04:10.698,00:04:10.04,00:04:19.06,12502,12953,wash spoon,wash,2,spoon,1,['spoon'],[1]
30715,P10_04_473,P10,P10_04,00:52:19.670,00:52:00.94,00:52:03.67,187256,187420,put the cooked fish on the table,put-on,1,fish:cooked,119,"['fish:cooked', 'table']","[119, 42]"
20658,P04_113_24,P04,P04_113,00:01:00.354,00:00:58.96,00:01:01.65,2948,3082,try to pick up tupperware lid,pick-up,0,lid:tupperware,6,['lid:tupperware'],[6]
47666,P24_04_100,P24,P24_04,00:06:40.930,00:06:39.36,00:06:41.46,23961,24087,rinse sink,rinse,2,sink,63,['sink'],[63]
44071,P22_13_200,P22,P22_13,00:06:51.930,00:06:51.87,00:06:53.12,24712,24787,put down plate,put-down,1,plate,2,['plate'],[2]
51826,P26_112_19,P26,P26_112,00:00:52.101,00:00:52.78,00:00:54.76,2639,2738,rinse spoon,rinse,2,spoon,1,['spoon'],[1]
40914,P22_10_245,P22,P22_10,00:08:46.300,00:08:41.87,00:08:42.60,31312,31356,pick up container,pick-up,0,container,21,['container'],[21]
48729,P24_08_80,P24,P24_08,00:05:51.189,00:05:50.75,00:05:52.53,21045,21151,put pan,put,1,pan,5,['pan'],[5]
64111,P35_103_94,P35,P35_103,00:10:29.101,00:10:28.13,00:10:28.85,31406,31442,pick up cream,pick-up,0,cream,143,['cream'],[143]
49828,P25_106_138,P25,P25_106,00:13:14.857,00:13:07.58,00:13:17.78,39379,39889,pick up oil,pick-up,0,oil,31,['oil'],[31]
66801,P37_101_266,P37,P37_101,00:20:51.660,00:20:48.98,00:20:51.53,62449,62576,take chicken thighs,take,0,thigh:chicken,57,['thigh:chicken'],[57]
41736,P22_111_408,P22,P22_111,00:15:37.601,00:15:36.60,00:15:37.16,46830,46858,put down spoon,put-down,1,spoon,1,['spoon'],[1]
63985,P35_103_196,P35,P35_103,00:21:22.100,00:21:21.37,00:21:23.56,64068,64178,pick up salt,pick-up,0,salt,38,['salt'],[38]
45534,P22_17_31,P22,P22_17,00:00:58.500,00:00:57.81,00:01:05.43,3468,3925,lather dish drying rack,lather,2,dish,2,"['dish', 'rack:drying']","[2, 110]"
11639,P02_130_92,P02,P02_130,00:03:24.154,00:03:24.15,00:03:25.01,10207,10250,pick up food processor cover,pick-up,0,cover:food:processor,89,['cover:food:processor'],[89]
